gene_symbol,action_family,n_full,n_strict,pruned
ACTR3,activates,40,40,0
ACTR3,inhibits,37,37,0
ACTR3,modifies,1,1,0
ACTR3,other,4,,4
ACTR3-AS1,activates,1,1,0
ACTR3-AS1,inhibits,2,2,0
ACTR3-AS1,modifies,1,1,0
ACTR3B,activates,8,8,0
ACTR3B,inhibits,13,13,0
ACTR3B,modifies,1,1,0
ACTR3B,other,3,,3
ACTR3BP2,activates,1,1,0
ACTR3C,activates,7,7,0
ACTR3C,inhibits,12,12,0
ACTR3C,modifies,1,1,0
ACTR3C,other,2,,2
ACTR5,activates,7,7,0
ACTR5,inhibits,9,9,0
ACTR5,other,1,,1
ACTR6,activates,25,25,0
ACTR6,inhibits,11,11,0
ACTR6,other,3,,3
ACTR8,activates,16,14,2
ACTR8,inhibits,8,8,0
ACTR8,modifies,2,2,0
ACTR8,other,2,,2
ACTRT1,activates,2,2,0
ACTRT1,inhibits,2,2,0
ACTRT2,activates,9,9,0
ACTRT2,inhibits,8,8,0
ACTRT2,modifies,1,1,0
ACTRT3,activates,12,10,2
ACTRT3,inhibits,13,13,0
ACTRT3,other,1,,1
ACVR1,activates,26,26,0
ACVR1,inhibits,13,13,0
ACVR1,modifies,1,1,0
ACVR1,other,9,,9
ACVR1B,activates,16,16,0
ACVR1B,inhibits,10,10,0
ACVR1B,other,5,,5
ACVR1C,activates,31,31,0
ACVR1C,inhibits,16,16,0
ACVR1C,other,5,,5
ACVR2A,activates,15,15,0
ACVR2A,inhibits,11,11,0
ACVR2A,modifies,2,2,0
ACVR2A,other,4,,4
ACVR2B,activates,10,10,0
ACVR2B,inhibits,14,14,0
ACVR2B,other,8,,8
ACVR2B-AS1,activates,4,4,0
ACVR2B-AS1,inhibits,6,6,0
ACVRL1,activates,22,22,0
ACVRL1,inhibits,23,23,0
ACVRL1,other,1,,1
ACY1,activates,21,21,0
ACY1,binds,1,1,0
ACY1,inhibits,19,19,0
ACY1,other,6,,6
ACY3,activates,10,10,0
ACY3,inhibits,17,17,0
ACY3,modifies,1,1,0
ACYP1,activates,25,25,0
ACYP1,inhibits,15,15,0
ACYP1,other,11,,11
ACYP2,activates,25,25,0
ACYP2,inhibits,17,17,0
ACYP2,modifies,1,1,0
ACYP2,other,5,,5
ADA,activates,40,38,2
ADA,binds,2,2,0
ADA,inhibits,56,56,0
ADA,modifies,4,4,0
ADA,other,8,,8
ADA2,activates,15,15,0
ADA2,inhibits,21,21,0
ADA2,modifies,3,3,0
ADA2,other,2,,2
ADAD1,activates,1,1,0
ADAD1,inhibits,4,4,0
ADAD1,modifies,1,1,0
ADAD1,other,1,,1
ADAD2,activates,4,4,0
ADAD2,inhibits,6,6,0
ADAM10,activates,16,16,0
ADAM10,inhibits,37,37,0
ADAM10,modifies,2,2,0
ADAM10,other,3,,3
ADAM11,activates,14,14,0
ADAM11,inhibits,11,11,0
ADAM11,modifies,1,1,0
ADAM12,activates,26,24,2
ADAM12,inhibits,43,43,0
ADAM12,modifies,1,1,0
ADAM12,other,6,,6
ADAM15,activates,25,25,0
ADAM15,inhibits,17,17,0
ADAM15,modifies,1,1,0
ADAM15,other,3,,3
ADAM17,activates,65,65,0
ADAM17,inhibits,71,71,0
ADAM17,modifies,3,3,0
ADAM17,other,6,,6
ADAM18,activates,6,6,0
ADAM18,inhibits,4,4,0
ADAM19,activates,36,32,4
ADAM19,inhibits,39,39,0
ADAM19,modifies,1,1,0
ADAM19,other,6,,6
ADAM1A,activates,2,2,0
ADAM1A,inhibits,5,5,0
ADAM2,activates,1,1,0
ADAM2,inhibits,9,9,0
ADAM2,modifies,2,2,0
ADAM20,activates,9,9,0
ADAM20,inhibits,2,2,0
ADAM20P1,activates,2,2,0
ADAM21,activates,9,7,2
ADAM21,inhibits,9,9,0
ADAM21,other,1,,1
ADAM21P1,inhibits,2,2,0
ADAM22,activates,11,11,0
ADAM22,inhibits,28,28,0
ADAM22,modifies,1,1,0
ADAM22,other,4,,4
ADAM23,activates,15,15,0
ADAM23,inhibits,11,11,0
ADAM28,activates,44,44,0
ADAM28,inhibits,17,17,0
ADAM28,modifies,1,1,0
ADAM28,other,4,,4
ADAM29,activates,4,4,0
ADAM29,inhibits,6,6,0
ADAM29,modifies,1,1,0
ADAM30,activates,4,4,0
ADAM30,inhibits,1,1,0
ADAM30,modifies,1,1,0
ADAM30,other,1,,1
ADAM32,activates,7,7,0
ADAM32,inhibits,13,13,0
ADAM32,modifies,1,1,0
ADAM32,other,1,,1
ADAM33,activates,13,13,0
ADAM33,inhibits,14,14,0
ADAM33,other,3,,3
ADAM3A,activates,1,1,0
ADAM3A,inhibits,3,3,0
ADAM3A,modifies,2,2,0
ADAM5,activates,2,2,0
ADAM5,inhibits,3,3,0
ADAM5,modifies,1,1,0
ADAM6,inhibits,1,1,0
ADAM7,activates,5,5,0
ADAM7,binds,1,1,0
ADAM7,inhibits,4,4,0
ADAM7,modifies,1,1,0
ADAM8,activates,19,17,2
ADAM8,inhibits,18,18,0
ADAM8,other,5,,5
ADAM9,activates,40,40,0
ADAM9,inhibits,25,25,0
ADAM9,modifies,2,2,0
ADAM9,other,11,,11
ADAMDEC1,activates,7,7,0
ADAMDEC1,inhibits,4,4,0
ADAMDEC1,other,1,,1
ADAMTS1,activates,67,65,2
ADAMTS1,inhibits,49,49,0
ADAMTS1,modifies,1,1,0
ADAMTS1,other,16,,16
ADAMTS10,activates,16,14,2
ADAMTS10,inhibits,19,19,0
ADAMTS10,modifies,1,1,0
ADAMTS10,other,2,,2
ADAMTS12,activates,29,29,0
ADAMTS12,inhibits,21,21,0
ADAMTS12,modifies,2,2,0
ADAMTS13,activates,9,9,0
ADAMTS13,inhibits,13,13,0
ADAMTS13,other,1,,1
ADAMTS14,activates,12,12,0
ADAMTS14,inhibits,11,11,0
ADAMTS14,modifies,1,1,0
ADAMTS14,other,2,,2
ADAMTS15,activates,27,23,4
ADAMTS15,inhibits,19,19,0
ADAMTS15,modifies,2,2,0
ADAMTS15,other,1,,1
ADAMTS16,activates,15,15,0
ADAMTS16,inhibits,7,7,0
ADAMTS16,modifies,1,1,0
ADAMTS16-DT,activates,1,1,0
ADAMTS16-DT,inhibits,1,1,0
ADAMTS17,activates,21,21,0
ADAMTS17,inhibits,13,13,0
ADAMTS17,modifies,2,2,0
ADAMTS17,other,3,,3
ADAMTS18,activates,13,13,0
ADAMTS18,inhibits,12,12,0
ADAMTS18,modifies,1,1,0
ADAMTS19,activates,21,21,0
ADAMTS19,inhibits,10,10,0
ADAMTS19,modifies,1,1,0
ADAMTS19,other,2,,2
ADAMTS2,activates,12,12,0
ADAMTS2,inhibits,26,26,0
ADAMTS2,modifies,5,5,0
ADAMTS2,other,2,,2
ADAMTS20,activates,11,9,2
ADAMTS20,inhibits,17,17,0
ADAMTS20,modifies,2,2,0
ADAMTS3,activates,21,21,0
ADAMTS3,inhibits,20,20,0
ADAMTS3,modifies,1,1,0
ADAMTS3,other,4,,4
ADAMTS4,activates,17,17,0
ADAMTS4,inhibits,28,28,0
ADAMTS4,other,4,,4
ADAMTS5,activates,27,27,0
ADAMTS5,inhibits,36,36,0
ADAMTS5,modifies,3,3,0
ADAMTS5,other,4,,4
ADAMTS6,activates,26,26,0
ADAMTS6,inhibits,25,25,0
ADAMTS6,other,1,,1
ADAMTS7,activates,15,15,0
ADAMTS7,inhibits,14,14,0
ADAMTS7,other,1,,1
ADAMTS7P1,inhibits,4,4,0
ADAMTS7P4,inhibits,1,1,0
ADAMTS8,activates,18,18,0
ADAMTS8,inhibits,10,10,0
ADAMTS8,modifies,2,2,0
ADAMTS8,other,3,,3
ADAMTS9,activates,33,33,0
ADAMTS9,inhibits,30,30,0
ADAMTS9,modifies,1,1,0
ADAMTS9,other,3,,3
ADAMTS9-AS1,activates,1,1,0
ADAMTS9-AS1,inhibits,1,1,0
ADAMTS9-AS2,inhibits,7,7,0
ADAMTSL1,activates,26,26,0
ADAMTSL1,inhibits,23,23,0
ADAMTSL1,modifies,1,1,0
ADAMTSL2,activates,9,9,0
ADAMTSL2,inhibits,12,12,0
ADAMTSL2,modifies,2,2,0
ADAMTSL2,other,1,,1
ADAMTSL3,activates,12,12,0
ADAMTSL3,inhibits,18,18,0
ADAMTSL3,modifies,1,1,0
ADAMTSL3,other,2,,2
ADAMTSL4,activates,20,18,2
ADAMTSL4,inhibits,22,22,0
ADAMTSL4,modifies,2,2,0
ADAMTSL4,other,3,,3
ADAMTSL4-AS1,activates,8,8,0
ADAMTSL5,activates,8,7,1
ADAMTSL5,inhibits,18,18,0
ADAMTSL5,modifies,1,1,0
ADAMTSL5,other,2,,2
ADAP1,activates,32,30,2
ADAP1,inhibits,13,13,0
ADAP1,modifies,4,4,0
ADAP1,other,4,,4
ADAP2,activates,17,17,0
ADAP2,inhibits,18,18,0
ADAP2,other,1,,1
ADAR,activates,22,22,0
ADAR,binds,1,1,0
ADAR,inhibits,21,21,0
ADAR,modifies,5,5,0
ADAR,other,5,,5
ADARB1,activates,22,22,0
ADARB1,binds,1,1,0
ADARB1,inhibits,27,27,0
ADARB1,modifies,2,2,0
ADARB1,other,6,,6
ADARB2,activates,15,15,0
ADARB2,binds,1,1,0
ADARB2,inhibits,13,13,0
ADARB2,modifies,6,6,0
ADARB2,other,1,,1
ADAT1,activates,8,8,0
ADAT1,inhibits,16,16,0
ADAT1,other,1,,1
ADAT2,activates,12,12,0
ADAT2,inhibits,22,22,0
ADAT2,other,5,,5
ADAT3,activates,12,12,0
ADAT3,binds,1,1,0
ADAT3,inhibits,14,14,0
ADAT3,other,1,,1
ADCK1,activates,3,3,0
ADCK1,inhibits,7,7,0
ADCK1,other,2,,2
ADCK2,activates,15,15,0
ADCK2,inhibits,11,11,0
ADCK2,modifies,2,2,0
ADCK2,other,5,,5
ADCK5,activates,3,3,0
ADCK5,inhibits,5,5,0
ADCK5,modifies,1,1,0
ADCK5,other,3,,3
ADCY1,activates,22,22,0
ADCY1,inhibits,34,34,0
ADCY1,modifies,1,1,0
ADCY1,other,1,,1
ADCY10,activates,11,11,0
ADCY10,inhibits,7,7,0
ADCY10,modifies,2,2,0
ADCY10P1,activates,4,4,0
ADCY10P1,inhibits,11,11,0
ADCY10P1,other,2,,2
ADCY2,activates,22,22,0
ADCY2,inhibits,14,14,0
ADCY2,modifies,3,3,0
ADCY2,other,2,,2
ADCY3,activates,33,30,3
ADCY3,binds,1,1,0
ADCY3,inhibits,27,27,0
ADCY3,modifies,2,2,0
ADCY3,other,5,,5
ADCY4,activates,14,12,2
ADCY4,inhibits,13,13,0
ADCY4,other,2,,2
ADCY5,activates,16,16,0
ADCY5,inhibits,18,18,0
ADCY5,modifies,1,1,0
ADCY5,other,1,,1
ADCY6,activates,22,19,3
ADCY6,binds,1,1,0
ADCY6,inhibits,24,24,0
ADCY6,modifies,2,2,0
ADCY6,other,3,,3
ADCY7,activates,23,23,0
ADCY7,inhibits,34,34,0
ADCY7,modifies,1,1,0
ADCY7,other,4,,4
ADCY8,activates,48,45,3
ADCY8,binds,1,1,0
ADCY8,inhibits,30,30,0
ADCY8,modifies,2,2,0
ADCY8,other,6,,6
ADCY9,activates,23,23,0
ADCY9,inhibits,32,32,0
ADCY9,modifies,4,4,0
ADCY9,other,5,,5
ADCYAP1,activates,22,22,0
ADCYAP1,inhibits,12,12,0
ADCYAP1,modifies,2,2,0
ADCYAP1,other,2,,2
ADCYAP1R1,activates,24,24,0
ADCYAP1R1,inhibits,12,12,0
ADCYAP1R1,modifies,3,3,0
ADCYAP1R1,other,2,,2
ADD1,activates,23,23,0
ADD1,binds,1,1,0
ADD1,inhibits,27,27,0
ADD1,modifies,3,3,0
ADD1,other,4,,4
ADD2,activates,12,12,0
ADD2,inhibits,28,28,0
ADD2,modifies,1,1,0
ADD2,other,2,,2
ADD3,activates,36,34,2
ADD3,inhibits,39,39,0
ADD3,modifies,3,3,0
ADD3,other,11,,11
ADD3-AS1,inhibits,4,4,0
ADGB,activates,3,3,0
ADGB,inhibits,5,5,0
ADGB,modifies,3,3,0
ADGRA1,activates,6,6,0
ADGRA1,inhibits,6,6,0
ADGRA1,modifies,2,2,0
ADGRA2,activates,21,21,0
ADGRA2,inhibits,18,18,0
ADGRA2,modifies,2,2,0
ADGRA2,other,2,,2
ADGRA3,activates,13,13,0
ADGRA3,inhibits,18,18,0
ADGRA3,modifies,2,2,0
ADGRA3,other,5,,5
ADGRA3P1,inhibits,1,1,0
ADGRB1,activates,23,21,2
ADGRB1,inhibits,9,9,0
ADGRB1,modifies,2,2,0
ADGRB1,other,1,,1
ADGRB2,activates,16,16,0
ADGRB2,inhibits,22,22,0
ADGRB2,modifies,2,2,0
ADGRB2,other,5,,5
ADGRB3,activates,14,14,0
ADGRB3,inhibits,10,10,0
ADGRB3,modifies,2,2,0
ADGRD1,activates,27,25,2
ADGRD1,inhibits,23,23,0
ADGRD1,modifies,2,2,0
ADGRD1,other,2,,2
ADGRD1-AS1,inhibits,1,1,0
ADGRD2,activates,1,1,0
ADGRD2,inhibits,5,5,0
ADGRD2,modifies,1,1,0
ADGRE1,activates,13,11,2
ADGRE1,inhibits,11,11,0
ADGRE1,modifies,1,1,0
ADGRE1,other,2,,2
ADGRE2,activates,26,26,0
ADGRE2,inhibits,9,9,0
ADGRE2,modifies,2,2,0
ADGRE2,other,4,,4
ADGRE3,activates,8,8,0
ADGRE3,inhibits,3,3,0
ADGRE3,modifies,1,1,0
ADGRE3,other,2,,2
ADGRE4,inhibits,2,2,0
ADGRE4P,activates,6,6,0
ADGRE5,activates,28,28,0
ADGRE5,inhibits,20,20,0
ADGRE5,modifies,1,1,0
ADGRE5,other,5,,5
ADGRF1,activates,13,13,0
ADGRF1,inhibits,14,14,0
ADGRF1,other,2,,2
ADGRF2P,activates,4,4,0
ADGRF2P,inhibits,4,4,0
ADGRF2P,modifies,2,2,0
ADGRF2P,other,1,,1
ADGRF3,activates,3,3,0
ADGRF3,inhibits,4,4,0
ADGRF3,other,1,,1
ADGRF4,activates,25,25,0
ADGRF4,inhibits,3,3,0
ADGRF4,modifies,1,1,0
ADGRF4,other,2,,2
ADGRF5,activates,16,16,0
ADGRF5,inhibits,8,8,0
ADGRF5P1,activates,5,3,2
ADGRG1,activates,66,64,2
ADGRG1,inhibits,55,55,0
ADGRG1,modifies,1,1,0
ADGRG1,other,14,,14
ADGRG2,activates,18,18,0
ADGRG2,inhibits,40,40,0
ADGRG2,modifies,1,1,0
ADGRG2,other,3,,3
ADGRG3,activates,11,11,0
ADGRG3,inhibits,11,11,0
ADGRG3,modifies,1,1,0
ADGRG3,other,4,,4
ADGRG4,activates,7,7,0
ADGRG4,inhibits,3,3,0
ADGRG4,modifies,2,2,0
ADGRG5,activates,8,8,0
ADGRG5,inhibits,2,2,0
ADGRG5,modifies,1,1,0
ADGRG5,other,3,,3
ADGRG6,activates,22,22,0
ADGRG6,inhibits,36,36,0
ADGRG6,other,5,,5
ADGRG7,activates,9,7,2
ADGRG7,inhibits,6,6,0
ADGRG7,other,1,,1
ADGRL1,activates,7,7,0
ADGRL1,binds,2,2,0
ADGRL1,inhibits,26,26,0
ADGRL1,modifies,2,2,0
ADGRL1,other,4,,4
ADGRL1-AS1,activates,3,3,0
ADGRL1-AS1,inhibits,2,2,0
ADGRL2,activates,17,17,0
ADGRL2,inhibits,31,31,0
ADGRL2,modifies,4,4,0
ADGRL2,other,2,,2
ADGRL3,activates,13,13,0
ADGRL3,inhibits,29,29,0
ADGRL3,other,1,,1
ADGRL3-AS1,activates,2,2,0
ADGRL4,activates,19,19,0
ADGRL4,inhibits,10,10,0
ADGRL4,other,2,,2
ADGRV1,activates,22,22,0
ADGRV1,inhibits,26,26,0
ADGRV1,modifies,4,4,0
ADGRV1,other,5,,5
ADH1A,activates,24,24,0
ADH1A,inhibits,53,53,0
ADH1A,modifies,2,2,0
ADH1B,activates,31,31,0
ADH1B,binds,3,3,0
ADH1B,inhibits,61,61,0
ADH1B,modifies,1,1,0
ADH1B,other,2,,2
ADH1C,activates,21,21,0
ADH1C,inhibits,45,45,0
ADH1C,modifies,1,1,0
ADH1C,other,4,,4
ADH4,activates,19,17,2
ADH4,inhibits,69,69,0
ADH4,modifies,2,2,0
ADH4,other,2,,2
ADH5,activates,36,36,0
ADH5,binds,2,2,0
ADH5,inhibits,50,50,0
ADH5,other,6,,6
ADH5P2,inhibits,1,1,0
ADH5P4,activates,4,2,2
ADH5P4,inhibits,1,1,0
ADH6,activates,4,4,0
ADH6,inhibits,55,55,0
ADH6,modifies,1,1,0
ADH6,other,3,,3
ADH7,activates,13,13,0
ADH7,inhibits,16,16,0
ADH7,other,1,,1
ADHFE1,activates,16,16,0
ADHFE1,inhibits,13,13,0
ADHFE1,other,2,,2
ADI1,activates,39,37,2
ADI1,inhibits,29,29,0
ADI1,other,6,,6
ADIG,activates,1,1,0
ADIG,inhibits,3,3,0
ADIG,modifies,1,1,0
ADIPOQ,activates,119,119,0
ADIPOQ,binds,3,3,0
ADIPOQ,inhibits,142,142,0
ADIPOQ,modifies,1,1,0
ADIPOQ,other,10,,10
ADIPOR1,activates,27,27,0
ADIPOR1,inhibits,14,14,0
ADIPOR1,other,6,,6
ADIPOR2,activates,26,26,0
ADIPOR2,inhibits,24,24,0
ADIPOR2,modifies,2,2,0
ADIPOR2,other,1,,1
ADIRF,activates,30,30,0
ADIRF,inhibits,15,15,0
ADIRF,modifies,2,2,0
ADIRF,other,1,,1
ADIRF-AS1,activates,3,3,0
ADIRF-AS1,inhibits,1,1,0
ADISSP,activates,15,15,0
ADISSP,inhibits,23,23,0
ADK,activates,35,35,0
ADK,inhibits,31,29,2
ADK,other,8,,8
ADM,activates,132,129,3
ADM,inhibits,73,73,0
ADM,modifies,1,1,0
ADM,other,18,,18
ADM2,activates,34,34,0
ADM2,inhibits,20,20,0
ADM2,modifies,1,1,0
ADM2,other,7,,7
ADM5,activates,6,6,0
ADM5,inhibits,13,13,0
ADM5,modifies,1,1,0
ADM5,other,1,,1
ADNP,activates,21,21,0
ADNP,binds,1,1,0
ADNP,inhibits,33,33,0
ADNP,modifies,2,2,0
ADNP,other,8,,8
ADNP2,activates,17,17,0
ADNP2,binds,1,1,0
ADNP2,inhibits,15,15,0
ADNP2,other,3,,3
ADNP-AS1,activates,4,4,0
ADNP-AS1,inhibits,1,1,0
ADO,activates,18,18,0
ADO,inhibits,12,12,0
ADO,other,3,,3
ADORA1,activates,27,27,0
ADORA1,binds,9,6,3
ADORA1,inhibits,75,75,0
ADORA1,modifies,2,2,0
ADORA1,other,2,,2
ADORA2A,activates,47,45,2
ADORA2A,binds,5,5,0
ADORA2A,inhibits,62,62,0
ADORA2A,modifies,3,3,0
ADORA2A,other,8,,8
ADORA2A-AS1,activates,9,7,2
ADORA2A-AS1,inhibits,8,8,0
ADORA2B,activates,54,52,2
ADORA2B,binds,3,3,0
ADORA2B,inhibits,41,41,0
ADORA2B,other,8,,8
ADORA2BP1,activates,5,3,2
ADORA3,activates,19,17,2
ADORA3,binds,7,4,3
ADORA3,inhibits,24,24,0
ADORA3,other,3,,3
ADPGK,activates,21,21,0
ADPGK,binds,1,1,0
ADPGK,inhibits,18,18,0
ADPGK,modifies,1,1,0
ADPGK,other,4,,4
ADPGK-AS1,activates,1,1,0
ADPGK-AS1,inhibits,2,2,0
ADPRH,activates,16,16,0
ADPRH,inhibits,11,11,0
ADPRH,modifies,1,1,0
ADPRH,other,1,,1
ADPRHL1,activates,17,15,2
ADPRHL1,inhibits,6,6,0
ADPRHL1,modifies,1,1,0
ADPRHL1,other,3,,3
ADPRM,activates,25,25,0
ADPRM,inhibits,6,6,0
ADPRM,modifies,1,1,0
ADPRM,other,3,,3
ADPRS,activates,17,17,0
ADPRS,inhibits,15,15,0
ADPRS,other,3,,3
ADRA1A,activates,42,38,4
ADRA1A,binds,22,22,0
ADRA1A,inhibits,65,65,0
ADRA1A,modifies,1,1,0
ADRA1A,other,2,,2
ADRA1B,activates,35,33,2
ADRA1B,binds,12,12,0
ADRA1B,inhibits,48,48,0
ADRA1B,modifies,1,1,0
ADRA1B,other,1,,1
ADRA1D,activates,56,50,6
ADRA1D,binds,25,25,0
ADRA1D,inhibits,81,81,0
ADRA1D,modifies,3,2,1
ADRA1D,other,3,,3
ADRA2A,activates,47,47,0
ADRA2A,binds,9,9,0
ADRA2A,inhibits,39,39,0
ADRA2A,other,6,,6
ADRA2B,activates,28,26,2
ADRA2B,binds,2,2,0
ADRA2B,inhibits,17,17,0
ADRA2B,other,1,,1
ADRA2C,activates,38,38,0
ADRA2C,binds,7,7,0
ADRA2C,inhibits,23,23,0
ADRA2C,modifies,3,3,0
ADRA2C,other,1,,1
ADRB1,activates,99,96,3
ADRB1,binds,16,16,0
ADRB1,inhibits,150,150,0
ADRB1,modifies,1,1,0
ADRB1,other,16,,16
ADRB2,activates,218,213,5
ADRB2,binds,15,15,0
ADRB2,inhibits,202,197,5
ADRB2,modifies,4,4,0
ADRB2,other,18,,18
ADRB3,activates,42,42,0
ADRB3,binds,2,2,0
ADRB3,inhibits,51,51,0
ADRB3,modifies,2,2,0
ADRM1,activates,46,43,3
ADRM1,inhibits,22,22,0
ADRM1,modifies,1,1,0
ADRM1,other,8,,8
ADSL,activates,18,18,0
ADSL,binds,2,2,0
ADSL,inhibits,31,31,0
ADSL,other,2,,2
ADSS1,activates,8,8,0
ADSS1,inhibits,37,37,0
ADSS1,modifies,2,2,0
ADSS1,other,5,,5
ADSS2,activates,15,15,0
ADSS2,inhibits,30,30,0
ADSS2,other,6,,6
ADTRP,activates,19,19,0
ADTRP,inhibits,14,14,0
ADTRP,other,2,,2
AEBP1,activates,7,7,0
AEBP1,inhibits,14,14,0
AEBP1,other,6,,6
AEBP2,activates,14,14,0
AEBP2,inhibits,19,19,0
AEBP2,modifies,1,1,0
AEBP2,other,2,,2
AEN,activates,58,56,2
AEN,binds,1,1,0
AEN,inhibits,10,10,0
AEN,modifies,1,1,0
AEN,other,6,,6
AFAP1,activates,35,35,0
AFAP1,inhibits,29,29,0
AFAP1,modifies,4,4,0
AFAP1,other,5,,5
AFAP1-AS1,activates,4,2,2
AFAP1-AS1,inhibits,7,7,0
AFAP1L1,activates,32,32,0
AFAP1L1,inhibits,16,16,0
AFAP1L1,modifies,2,2,0
AFAP1L1,other,1,,1
AFAP1L2,activates,23,23,0
AFAP1L2,inhibits,23,23,0
AFAP1L2,modifies,1,1,0
AFAP1L2,other,6,,6
AFDN,activates,30,30,0
AFDN,binds,1,1,0
AFDN,inhibits,36,36,0
AFDN,modifies,4,4,0
AFDN,other,2,,2
AFDN-DT,activates,7,7,0
AFDN-DT,inhibits,36,36,0
AFDN-DT,modifies,1,1,0
AFDN-DT,other,1,,1
AFF1,activates,38,38,0
AFF1,inhibits,22,22,0
AFF1,modifies,3,3,0
AFF1,other,3,,3
AFF1-AS1,inhibits,4,4,0
AFF2,activates,16,14,2
AFF2,inhibits,13,13,0
AFF2,modifies,1,1,0
AFF3,activates,38,38,0
AFF3,inhibits,20,20,0
AFF3,modifies,2,2,0
AFF3,other,1,,1
AFF4,activates,65,65,0
AFF4,binds,1,1,0
AFF4,inhibits,24,24,0
AFF4,modifies,3,3,0
AFF4,other,3,,3
AFG1L,activates,9,9,0
AFG1L,inhibits,12,12,0
AFG1L,modifies,1,1,0
AFG1L,other,1,,1
AFG2A,activates,13,13,0
AFG2A,inhibits,15,15,0
AFG2A,other,1,,1
AFG2B,activates,23,21,2
AFG2B,binds,1,1,0
AFG2B,inhibits,11,11,0
AFG2B,modifies,1,1,0
AFG2B,other,3,,3
AFG3L1P,activates,8,8,0
AFG3L1P,inhibits,21,21,0
AFG3L1P,other,2,,2
AFG3L2,activates,15,15,0
AFG3L2,inhibits,16,16,0
AFG3L2,other,3,,3
AFM,binds,2,2,0
AFM,inhibits,30,30,0
AFM,modifies,1,1,0
AFM,other,2,,2
AFMID,activates,15,15,0
AFMID,inhibits,14,14,0
AFMID,other,2,,2
AFP,activates,49,49,0
AFP,inhibits,45,45,0
AFP,other,4,,4
AFTPH,activates,25,23,2
AFTPH,inhibits,14,14,0
AFTPH,modifies,4,4,0
AFTPH,other,2,,2
AFTPH-DT,activates,2,2,0
AFTPH-DT,other,1,,1
AGA,activates,14,14,0
AGA,inhibits,24,24,0
AGA,modifies,1,1,0
AGA,other,3,,3
AGAP1,activates,18,18,0
AGAP1,inhibits,29,29,0
AGAP1,modifies,8,8,0
AGAP1,other,7,,7
AGAP10P,inhibits,2,2,0
AGAP11,activates,2,2,0
AGAP11,inhibits,4,4,0
AGAP11,modifies,1,1,0
AGAP12P,inhibits,1,1,0
AGAP1-IT1,activates,1,1,0
AGAP1-IT1,inhibits,1,1,0
AGAP2,activates,16,14,2
AGAP2,inhibits,9,9,0
AGAP2,modifies,3,3,0
AGAP2,other,2,,2
AGAP2-AS1,activates,2,2,0
AGAP2-AS1,inhibits,2,2,0
AGAP2-AS1,modifies,1,1,0
AGAP3,activates,12,12,0
AGAP3,inhibits,22,22,0
AGAP3,modifies,1,1,0
AGAP3,other,2,,2
AGAP4,activates,6,6,0
AGAP4,inhibits,7,7,0
AGAP4,other,1,,1
AGAP5,activates,1,1,0
AGAP5,inhibits,3,3,0
AGAP6,activates,7,7,0
AGAP6,inhibits,5,5,0
AGAP6,other,1,,1
AGAP7P,inhibits,8,8,0
AGAP7P,other,1,,1
AGAP9,activates,1,1,0
AGAP9,inhibits,1,1,0
AGAP9,other,1,,1
AGBL1,activates,2,2,0
AGBL1,inhibits,15,15,0
AGBL1,modifies,1,1,0
AGBL2,activates,8,8,0
AGBL2,inhibits,26,26,0
AGBL2,modifies,1,1,0
AGBL2,other,1,,1
AGBL3,activates,4,4,0
AGBL3,inhibits,16,16,0
AGBL3,other,1,,1
AGBL4,activates,6,6,0
AGBL4,inhibits,10,10,0
AGBL4,modifies,3,3,0
AGBL4,other,1,,1
AGBL4-AS1,activates,1,1,0
AGBL5,activates,26,26,0
AGBL5,inhibits,20,20,0
AGBL5,other,4,,4
AGBL5-AS1,activates,2,2,0
AGBL5-AS1,inhibits,1,1,0
AGER,activates,27,25,2
AGER,inhibits,48,48,0
AGER,modifies,3,3,0
AGER,other,2,,2
AGFG1,activates,18,18,0
AGFG1,inhibits,17,17,0
AGFG1,modifies,1,1,0
AGFG1,other,3,,3
AGFG2,activates,11,9,2
AGFG2,inhibits,28,28,0
AGFG2,modifies,3,3,0
AGFG2,other,5,,5
AGGF1,activates,6,6,0
AGGF1,inhibits,19,19,0
AGGF1,modifies,1,1,0
AGGF1,other,6,,6
AGGF1P2,activates,2,,2
AGGF1P2,inhibits,2,2,0
AGK,activates,14,14,0
AGK,inhibits,16,16,0
AGK,modifies,2,2,0
AGK,other,1,,1
AGKP1,activates,5,3,2
AGL,activates,14,14,0
AGL,inhibits,46,46,0
AGL,modifies,3,3,0
AGL,other,5,,5
AGMAT,activates,6,6,0
AGMAT,inhibits,23,23,0
AGMAT,other,4,,4
AGMO,activates,2,2,0
AGMO,inhibits,22,22,0
AGO1,activates,17,17,0
AGO1,binds,1,1,0
AGO1,inhibits,13,13,0
AGO1,other,8,,8
AGO2,activates,42,40,2
AGO2,binds,1,1,0
AGO2,inhibits,48,48,0
AGO2,modifies,2,2,0
AGO2,other,7,,7
AGO3,activates,9,9,0
AGO3,inhibits,16,16,0
AGO3,modifies,1,1,0
AGO3,other,3,,3
AGO4,activates,15,13,2
AGO4,inhibits,26,26,0
AGO4,other,4,,4
AGPAT1,activates,16,16,0
AGPAT1,inhibits,20,20,0
AGPAT1,modifies,2,2,0
AGPAT1,other,3,,3
AGPAT2,activates,41,41,0
AGPAT2,inhibits,18,18,0
AGPAT2,modifies,1,1,0
AGPAT2,other,14,,14
AGPAT3,activates,23,23,0
